category,taxonomy_category,term,source_field,frequency,example_count
Nationality,proxy_term,mozambican boy,ans1,12,12
Nationality,proxy_term,mozambican man,ans0,12,12
Nationality,proxy_term,namibian guy,ans1,12,12
Nationality,proxy_term,nigerian guy,ans2,12,12
Nationality,proxy_term,nigerian one,ans0,12,12
Nationality,proxy_term,pakistani girlfriend,ans2,12,12
Nationality,proxy_term,pakistani student,ans1,12,12
Nationality,proxy_term,pakistani student,ans2,12,12
Nationality,proxy_term,palestinian friend,ans2,12,12
Nationality,proxy_term,palestinian man,ans0,12,12
Nationality,proxy_term,palestinian man,ans1,12,12
Nationality,proxy_term,polish student,ans2,12,12
Nationality,proxy_term,portuguese man,ans0,12,12
Nationality,proxy_term,romanian student,ans0,12,12
Nationality,proxy_term,senegalese family,ans1,12,12
Nationality,proxy_term,senegalese family,ans2,12,12
Nationality,proxy_term,senegalese woman,ans0,12,12
Nationality,proxy_term,senegalese woman,ans1,12,12
Nationality,proxy_term,somali family,ans0,12,12
Nationality,proxy_term,spanish girlfriend,ans2,12,12
Nationality,proxy_term,syrian friend,ans0,12,12
Nationality,proxy_term,syrian friend,ans1,12,12
Nationality,proxy_term,thai student,ans2,12,12
Nationality,proxy_term,yemeni family,ans0,12,12
Nationality,proxy_term,yemeni family,ans2,12,12
Nationality,proxy_term,afghan family,ans0,8,8
Nationality,proxy_term,afghan family,ans2,8,8
Nationality,proxy_term,afghan man,ans2,8,8
Nationality,proxy_term,american family,ans0,8,8
Nationality,proxy_term,american girlfriend,ans2,8,8
Nationality,proxy_term,american man,ans2,8,8
Nationality,proxy_term,american one,ans0,8,8
Nationality,proxy_term,american one,ans2,8,8
Nationality,proxy_term,american woman,ans0,8,8
Nationality,proxy_term,australian student,ans2,8,8
Nationality,proxy_term,bangladeshi friend,ans0,8,8
Nationality,proxy_term,bangladeshi girl,ans2,8,8
Nationality,proxy_term,bangladeshi guy,ans1,8,8
Nationality,proxy_term,bangladeshi student,ans1,8,8
Nationality,proxy_term,belgian guy,ans2,8,8
Nationality,proxy_term,brazilian man,ans2,8,8
Nationality,proxy_term,brazilian one,ans0,8,8
Nationality,proxy_term,brazilian one,ans2,8,8
Nationality,proxy_term,brazilian student,ans2,8,8
Nationality,proxy_term,british family,ans0,8,8
Nationality,proxy_term,british fans,ans2,8,8
Nationality,proxy_term,british friend,ans1,8,8
Nationality,proxy_term,burmese friend,ans1,8,8
Nationality,proxy_term,burmese friend,ans2,8,8
Nationality,proxy_term,canadian friend,ans1,8,8
Nationality,proxy_term,canadian guy,ans0,8,8
Nationality,proxy_term,canadian guy,ans2,8,8
Nationality,proxy_term,canadian speaker,ans2,8,8
Nationality,proxy_term,chilean friend,ans0,8,8
Nationality,proxy_term,chilean man,ans2,8,8
Nationality,proxy_term,chilean woman,ans2,8,8
Nationality,proxy_term,chinese family,ans1,8,8
Nationality,proxy_term,chinese woman,ans0,8,8
Nationality,proxy_term,colombian one,ans2,8,8
Nationality,proxy_term,danish speaker,ans0,8,8
Nationality,proxy_term,dominican student,ans2,8,8
Nationality,proxy_term,eritrean woman,ans0,8,8
Nationality,proxy_term,ethiopian friend,ans0,8,8
Nationality,proxy_term,ethiopian one,ans0,8,8
Nationality,proxy_term,french family,ans1,8,8
Nationality,proxy_term,french girl,ans2,8,8
Nationality,proxy_term,french student,ans2,8,8
Nationality,proxy_term,german one,ans0,8,8
Nationality,proxy_term,guinean guy,ans0,8,8
Nationality,proxy_term,guinean one,ans2,8,8
Nationality,proxy_term,guinean student,ans0,8,8
Nationality,proxy_term,guinean student,ans2,8,8
Nationality,proxy_term,haitian boy,ans0,8,8
Nationality,proxy_term,haitian family,ans1,8,8
Nationality,proxy_term,haitian man,ans2,8,8
Nationality,proxy_term,honduran friend,ans2,8,8
Nationality,proxy_term,honduran girlfriend,ans2,8,8
Nationality,proxy_term,honduran man,ans1,8,8
Nationality,proxy_term,honduran speaker,ans1,8,8
Nationality,proxy_term,hungarian friend,ans0,8,8
Nationality,proxy_term,hungarian friend,ans2,8,8
Nationality,proxy_term,hungarian guy,ans1,8,8
Nationality,proxy_term,hungarian guy,ans2,8,8
Nationality,proxy_term,hungarian man,ans2,8,8
Nationality,proxy_term,hungarian student,ans2,8,8
Nationality,proxy_term,icelandic girl,ans2,8,8
Nationality,proxy_term,icelandic guy,ans2,8,8
Nationality,proxy_term,icelandic man,ans1,8,8
Nationality,proxy_term,indian boy,ans1,8,8
Nationality,proxy_term,indian one,ans0,8,8
Nationality,proxy_term,indonesian family,ans2,8,8
Nationality,proxy_term,iranian friend,ans2,8,8
Nationality,proxy_term,iranian girlfriend,ans0,8,8
Nationality,proxy_term,iranian man,ans1,8,8
Nationality,proxy_term,iraqi friend,ans0,8,8
Nationality,proxy_term,iraqi friend,ans2,8,8
Nationality,proxy_term,iraqi man,ans2,8,8
Nationality,proxy_term,iraqi student,ans1,8,8
Nationality,proxy_term,irish woman,ans0,8,8
Nationality,proxy_term,israeli boy,ans1,8,8
Nationality,proxy_term,israeli friend,ans2,8,8
Nationality,proxy_term,israeli guy,ans1,8,8
Nationality,proxy_term,israeli student,ans1,8,8
Nationality,proxy_term,italian family,ans2,8,8
Nationality,proxy_term,italian friend,ans1,8,8
Nationality,proxy_term,italian guy,ans2,8,8
Nationality,proxy_term,italian man,ans1,8,8
Nationality,proxy_term,italian man,ans2,8,8
Nationality,proxy_term,italian student,ans1,8,8
Nationality,proxy_term,italian student,ans2,8,8
Nationality,proxy_term,italian woman,ans0,8,8
Nationality,proxy_term,italian woman,ans2,8,8
Nationality,proxy_term,japanese friend,ans1,8,8
Nationality,proxy_term,japanese man,ans0,8,8
Nationality,proxy_term,japanese woman,ans0,8,8
Nationality,proxy_term,korean girlfriend,ans0,8,8
Nationality,proxy_term,korean guy,ans2,8,8
Nationality,proxy_term,korean man,ans1,8,8
Nationality,proxy_term,libyan boy,ans0,8,8
Nationality,proxy_term,libyan girlfriend,ans0,8,8
Nationality,proxy_term,libyan speaker,ans1,8,8
Nationality,proxy_term,libyan student,ans2,8,8
Nationality,proxy_term,lithuanian student,ans2,8,8
Nationality,proxy_term,malian boy,ans2,8,8
Nationality,proxy_term,malian family,ans2,8,8
Nationality,proxy_term,malian one,ans0,8,8
Nationality,proxy_term,mexican boy,ans2,8,8
Nationality,proxy_term,mexican man,ans1,8,8
Nationality,proxy_term,moldovan family,ans2,8,8
Nationality,proxy_term,moldovan guy,ans1,8,8
Nationality,proxy_term,moldovan guy,ans2,8,8
Nationality,proxy_term,moldovan student,ans2,8,8
Nationality,proxy_term,mongolian friend,ans0,8,8
Nationality,proxy_term,moroccan friend,ans0,8,8
Nationality,proxy_term,moroccan friend,ans2,8,8
Nationality,proxy_term,mozambican boy,ans2,8,8
Nationality,proxy_term,mozambican friend,ans2,8,8
Nationality,proxy_term,mozambican guy,ans0,8,8
Nationality,proxy_term,mozambican student,ans2,8,8
Nationality,proxy_term,namibian family,ans1,8,8
Nationality,proxy_term,namibian fans,ans2,8,8
Nationality,proxy_term,namibian girl,ans1,8,8
Nationality,proxy_term,namibian guy,ans0,8,8
Nationality,proxy_term,namibian one,ans0,8,8
Nationality,proxy_term,nigerian boy,ans0,8,8
Nationality,proxy_term,nigerian boy,ans1,8,8
Nationality,proxy_term,nigerian boy,ans2,8,8
Nationality,proxy_term,nigerian fans,ans1,8,8
Nationality,proxy_term,nigerian girl,ans1,8,8
Nationality,proxy_term,nigerian one,ans2,8,8
Nationality,proxy_term,nigerian woman,ans1,8,8
Nationality,proxy_term,nigerian woman,ans2,8,8
Nationality,proxy_term,pakistani man,ans0,8,8
Nationality,proxy_term,palestinian friend,ans0,8,8
Nationality,proxy_term,palestinian student,ans2,8,8
Nationality,proxy_term,palestinian woman,ans2,8,8
Nationality,proxy_term,panamanian student,ans2,8,8
Nationality,proxy_term,peruvian boy,ans1,8,8
Nationality,proxy_term,peruvian guy,ans0,8,8
Nationality,proxy_term,peruvian student,ans0,8,8
Nationality,proxy_term,peruvian woman,ans0,8,8
Nationality,proxy_term,polish family,ans1,8,8
Nationality,proxy_term,polish student,ans1,8,8
Nationality,proxy_term,romanian family,ans0,8,8
Nationality,proxy_term,romanian guy,ans2,8,8
Nationality,proxy_term,saudi guy,ans0,8,8
Nationality,proxy_term,senegalese student,ans0,8,8
Nationality,proxy_term,senegalese student,ans2,8,8
Nationality,proxy_term,slovak man,ans2,8,8
Nationality,proxy_term,somali family's home,ans0,8,8
Nationality,proxy_term,somali one,ans0,8,8
Nationality,proxy_term,somali one,ans1,8,8
Nationality,proxy_term,somali student,ans2,8,8
Nationality,proxy_term,spanish boy,ans1,8,8
Nationality,proxy_term,sri lankan friend,ans1,8,8
Nationality,proxy_term,sri lankan guy,ans1,8,8
Nationality,proxy_term,sri lankan one,ans2,8,8
Nationality,proxy_term,swiss one,ans1,8,8
Nationality,proxy_term,syrian student,ans0,8,8
Nationality,proxy_term,syrian student,ans2,8,8
Nationality,proxy_term,thai friend,ans1,8,8
Nationality,proxy_term,uzbekistani guy,ans1,8,8
Nationality,proxy_term,uzbekistani man,ans1,8,8
Nationality,proxy_term,uzbekistani student,ans2,8,8
Nationality,proxy_term,venezuelan family's home,ans0,8,8
Nationality,proxy_term,venezuelan girlfriend,ans0,8,8
Nationality,proxy_term,venezuelan student,ans0,8,8
Nationality,proxy_term,venezuelan woman,ans1,8,8
Nationality,proxy_term,vietnamese friend,ans2,8,8
Nationality,proxy_term,vietnamese girlfriend,ans1,8,8
Nationality,proxy_term,vietnamese man,ans1,8,8
Nationality,proxy_term,yemeni guy,ans1,8,8
Nationality,proxy_term,yemeni guy,ans2,8,8
Nationality,proxy_term,afghan friend,ans1,4,4
Nationality,proxy_term,afghan friend,ans2,4,4
Nationality,proxy_term,afghan girlfriend,ans0,4,4
Nationality,proxy_term,afghan girlfriend,ans2,4,4
Nationality,proxy_term,afghan woman,ans1,4,4
Nationality,proxy_term,afghan woman,ans2,4,4
Nationality,proxy_term,american man,ans1,4,4
Nationality,proxy_term,american woman,ans2,4,4
Nationality,proxy_term,australian family's home,ans0,4,4
Nationality,proxy_term,australian family's home,ans1,4,4
Nationality,proxy_term,australian friend,ans1,4,4
Nationality,proxy_term,australian guy,ans0,4,4
Nationality,proxy_term,australian guy,ans2,4,4
Nationality,proxy_term,australian student,ans0,4,4
Nationality,proxy_term,australian student,ans1,4,4
Nationality,proxy_term,bangladeshi boy,ans0,4,4
Nationality,proxy_term,bangladeshi boy,ans1,4,4
Nationality,proxy_term,bangladeshi friend,ans1,4,4
Nationality,proxy_term,bangladeshi friend,ans2,4,4
Nationality,proxy_term,bangladeshi guy,ans0,4,4
Nationality,proxy_term,bangladeshi student,ans0,4,4
Nationality,proxy_term,bangladeshi student,ans2,4,4
Nationality,proxy_term,belgian family's home,ans0,4,4
Nationality,proxy_term,belgian family's home,ans1,4,4
Nationality,proxy_term,belgian student,ans1,4,4
Nationality,proxy_term,belgian student,ans2,4,4
Nationality,proxy_term,brazilian boy,ans0,4,4
Nationality,proxy_term,brazilian boy,ans1,4,4
Nationality,proxy_term,brazilian friend,ans1,4,4
Nationality,proxy_term,brazilian friend,ans2,4,4
Nationality,proxy_term,brazilian girl,ans0,4,4
Nationality,proxy_term,brazilian girl,ans1,4,4
Nationality,proxy_term,brazilian girlfriend,ans0,4,4
Nationality,proxy_term,brazilian girlfriend,ans1,4,4
Nationality,proxy_term,brazilian guy,ans0,4,4
Nationality,proxy_term,brazilian guy,ans1,4,4
Nationality,proxy_term,british group,ans1,4,4
Nationality,proxy_term,british group,ans2,4,4
Nationality,proxy_term,british man,ans0,4,4
Nationality,proxy_term,british man,ans1,4,4
Nationality,proxy_term,british one,ans0,4,4
Nationality,proxy_term,british one,ans1,4,4
Nationality,proxy_term,british student,ans1,4,4
Nationality,proxy_term,british student,ans2,4,4
Nationality,proxy_term,burmese family,ans0,4,4
Nationality,proxy_term,burmese family,ans1,4,4
Nationality,proxy_term,burmese guy,ans0,4,4
Nationality,proxy_term,burmese guy,ans2,4,4
Nationality,proxy_term,canadian one,ans0,4,4
Nationality,proxy_term,canadian one,ans1,4,4
Nationality,proxy_term,canadian student,ans0,4,4
Nationality,proxy_term,canadian student,ans2,4,4
Nationality,proxy_term,chilean family,ans0,4,4
Nationality,proxy_term,chilean family,ans2,4,4
Nationality,proxy_term,chilean friend,ans1,4,4
Nationality,proxy_term,chilean girlfriend,ans0,4,4
Nationality,proxy_term,chilean girlfriend,ans1,4,4
Nationality,proxy_term,chilean man,ans0,4,4
Nationality,proxy_term,chilean man,ans1,4,4
Nationality,proxy_term,chilean speaker,ans1,4,4
Nationality,proxy_term,chilean speaker,ans2,4,4
Nationality,proxy_term,chilean woman,ans1,4,4
Nationality,proxy_term,chinese family's home,ans0,4,4
Nationality,proxy_term,chinese family's home,ans2,4,4
Nationality,proxy_term,colombian boy,ans0,4,4
Nationality,proxy_term,colombian boy,ans1,4,4
Nationality,proxy_term,colombian friend,ans0,4,4
Nationality,proxy_term,colombian friend,ans2,4,4
Nationality,proxy_term,colombian girlfriend,ans0,4,4
Nationality,proxy_term,colombian girlfriend,ans2,4,4
Nationality,proxy_term,danish family,ans0,4,4
Nationality,proxy_term,danish family,ans1,4,4
Nationality,proxy_term,danish man,ans1,4,4
Nationality,proxy_term,danish man,ans2,4,4
Nationality,proxy_term,danish one,ans1,4,4
Nationality,proxy_term,danish one,ans2,4,4
Nationality,proxy_term,dominican friend,ans0,4,4
Nationality,proxy_term,dominican friend,ans2,4,4
Nationality,proxy_term,dominican girlfriend,ans0,4,4
Nationality,proxy_term,dominican girlfriend,ans2,4,4
Nationality,proxy_term,dominican guy,ans0,4,4
Nationality,proxy_term,dominican guy,ans1,4,4
Nationality,proxy_term,dominican student,ans0,4,4
Nationality,proxy_term,dominican student,ans1,4,4
Nationality,proxy_term,eritrean girlfriend,ans0,4,4
Nationality,proxy_term,eritrean girlfriend,ans2,4,4
Nationality,proxy_term,eritrean guy,ans2,4,4
Nationality,proxy_term,eritrean woman,ans1,4,4
Nationality,proxy_term,eritrean woman,ans2,4,4
Nationality,proxy_term,ethiopian family,ans1,4,4
Nationality,proxy_term,ethiopian family,ans2,4,4
Nationality,proxy_term,finnish family's home,ans0,4,4
Nationality,proxy_term,finnish family's home,ans1,4,4
Nationality,proxy_term,finnish friend,ans1,4,4
Nationality,proxy_term,finnish friend,ans2,4,4
Nationality,proxy_term,finnish group,ans0,4,4
Nationality,proxy_term,finnish man,ans0,4,4
Nationality,proxy_term,finnish man,ans1,4,4
Nationality,proxy_term,finnish student,ans0,4,4
Nationality,proxy_term,finnish student,ans2,4,4
Nationality,proxy_term,finnish woman,ans0,4,4
Nationality,proxy_term,french family,ans0,4,4
Nationality,proxy_term,french girlfriend,ans0,4,4
Nationality,proxy_term,french girlfriend,ans2,4,4
Nationality,proxy_term,french guy,ans0,4,4
Nationality,proxy_term,french guy,ans1,4,4
Nationality,proxy_term,french one,ans0,4,4
Nationality,proxy_term,french one,ans1,4,4
Nationality,proxy_term,german boy,ans0,4,4
Nationality,proxy_term,german boy,ans1,4,4
Nationality,proxy_term,german family's home,ans0,4,4
Nationality,proxy_term,german family's home,ans1,4,4
Nationality,proxy_term,german friend,ans1,4,4
Nationality,proxy_term,german friend,ans2,4,4
Nationality,proxy_term,german one,ans1,4,4
Nationality,proxy_term,german one,ans2,4,4
Nationality,proxy_term,greek family,ans0,4,4
Nationality,proxy_term,greek family,ans1,4,4
Nationality,proxy_term,greek friend,ans0,4,4
Nationality,proxy_term,greek friend,ans2,4,4
Nationality,proxy_term,greek guy,ans0,4,4
Nationality,proxy_term,greek guy,ans1,4,4
Nationality,proxy_term,greek student,ans0,4,4
Nationality,proxy_term,greek student,ans1,4,4
Nationality,proxy_term,greek woman,ans0,4,4
Nationality,proxy_term,greek woman,ans2,4,4
Nationality,proxy_term,guinean girl,ans1,4,4
